"Word","OccurTotal","OccurNum","Freq_pm","Rating.Mean","Rating.SD","Dunno","word","word_clean","lexname","wn_category"
"insulting",18,18,"5.37",8.5,2.96,1,"insulting","insulting",NA,NA
"jazz",22,22,"11.92",8.5,2.7,1,"jazz","jazz","noun.communication","communication"
"journal",18,18,"8.88",8.5,2.71,1,"journal","journal","noun.communication","communication"
"lone",18,18,"5.25",8.5,2.43,1,"lone","lone",NA,NA
"loudmouth",18,18,"1.04",8.5,2.71,1,"loudmouth","loudmouth","noun.person","person"
"loveseat",18,18,"0.06",8.5,3.4,1,"loveseat","loveseat","noun.artifact","artifact"
"margarine",18,18,"0.63",8.5,3.55,1,"margarine","margarine","noun.food","food"
"mightiness",18,18,"0.02",8.5,2.2,1,"mightiness","mightiness","noun.attribute","attribute"
"natural",18,18,"42.35",8.5,2.28,1,"natural","natural","noun.person","person"
"overeater",20,20,"0.02",8.5,3.05,1,"overeater","overeater",NA,NA
"pearly",18,18,"1.00",8.5,2.87,1,"pearly","pearly","noun.body","body"
"photographic",18,18,"1.90",8.5,2.6,1,"photographic","photographic",NA,NA
"playback",18,18,"1.47",8.5,2.04,1,"playback","playback","noun.act","act"
"pompom",18,18,"0.14",8.5,3.63,1,"pompom","pompom",NA,NA
"pretender",18,18,"1.84",8.5,2.77,1,"pretender","pretender","noun.person","person"
"pushbutton",18,16,"0.02",8.5,3.95,0.89,"pushbutton","pushbutton",NA,NA
"puss",18,16,"2.92",8.5,3.52,0.89,"puss","puss","noun.body","body"
"ragged",18,16,"1.57",8.5,2.13,0.89,"ragged","ragged",NA,NA
"reoccurring",18,18,"0.22",8.5,2.57,1,"reoccurring","reoccurring",NA,NA
"respect",20,20,"71.45",8.5,3.46,1,"respect","respect","noun.cognition","cognition"
"roast",18,18,"9.78",8.5,3.62,1,"roast","roast","noun.food","food"
"sane",20,20,"5.51",8.5,1.61,1,"sane","sane",NA,NA
"shading",20,20,"0.31",8.5,2.31,1,"shading","shading","noun.attribute","attribute"
"signalman",18,14,"0.18",8.5,3.11,0.78,"signalman","signalman","noun.person","person"
"silvery",18,16,"0.49",8.5,4.6,0.89,"silvery","silvery",NA,NA
"stethoscope",19,18,"0.94",8.5,2.81,0.95,"stethoscope","stethoscope","noun.artifact","artifact"
"strategy",18,18,"9.45",8.5,2.94,1,"strategy","strategy","noun.cognition","cognition"
"sunken",19,18,"0.90",8.5,3.07,0.95,"sunken","sunken",NA,NA
"superintendent",18,18,"4.29",8.5,2.46,1,"superintendent","superintendent","noun.person","person"
"swingy",20,16,"0.02",8.5,5.07,0.8,"swingy","swingy",NA,NA
"theme",18,18,"13.92",8.5,3.4,1,"theme","theme","noun.communication","communication"
"training",20,20,"35.14",8.5,2.63,1,"training","training","noun.act","act"
"typewritten",20,20,"0.16",8.5,2.52,1,"typewritten","typewritten",NA,NA
"unburied",20,18,"0.02",8.5,3.33,0.9,"unburied","unburied",NA,NA
"unheated",18,18,"0.02",8.5,2.75,1,"unheated","unheated",NA,NA
"unknowing",19,18,"0.25",8.5,2.07,0.95,"unknowing","unknowing","noun.cognition","cognition"
"unwrinkled",18,18,"0.06",8.5,2.92,1,"unwrinkled","unwrinkled",NA,NA
"washbasin",20,18,"0.02",8.5,2.71,0.9,"washbasin","washbasin","noun.artifact","artifact"
"weep",20,20,"5.49",8.5,2.7,1,"weep","weep",NA,NA
"whirly",19,18,"0.02",8.5,4.53,0.95,"whirly","whirly",NA,NA
"whish",20,6,"0.14",8.5,3.73,0.3,"whish","whish",NA,NA
"wishful",20,20,"1.04",8.5,2.69,1,"wishful","wishful",NA,NA
"dell",21,19,"2.43",8.5,4.9,0.9,"dell","dell","noun.object","object"
"horrid",22,22,"2.45",8.5,3.3,1,"horrid","horrid",NA,NA
"pushiness",21,21,"#N/A",8.5,3.06,1,"pushiness","pushiness","noun.attribute","attribute"
"taperecorder",20,20,"#N/A",8.5,1.82,1,"taperecorder","taperecorder",NA,NA
"versus",21,21,"8.06",8.5,2.44,1,"versus","versus",NA,NA
"fidget",21,21,"0.08",8.52,4.76,1,"fidget","fidget","noun.feeling","feeling"
"lettering",21,21,"0.45",8.52,2.96,1,"lettering","lettering","noun.communication","communication"
"misunderstand",21,21,"3.29",8.52,2.86,1,"misunderstand","misunderstand",NA,NA
"saggy",21,21,"0.57",8.52,3.75,1,"saggy","saggy",NA,NA
"seasoned",21,21,"0.98",8.52,3.41,1,"seasoned","seasoned",NA,NA
"absolute",19,19,"11.31",8.53,3.44,1,"absolute","absolute","noun.cognition","cognition"
"achieve",19,19,"7.33",8.53,1.95,1,"achieve","achieve",NA,NA
"adoring",19,19,"0.69",8.53,1.87,1,"adoring","adoring",NA,NA
"affection",19,19,"8.45",8.53,2.97,1,"affection","affection","noun.feeling","feeling"
"animate",19,19,"0.06",8.53,2.86,1,"animate","animate",NA,NA
"animation",19,19,"1.22",8.53,3.31,1,"animation","animation","noun.state","state"
"beefy",18,17,"0.31",8.53,2.45,0.94,"beefy","beefy",NA,NA
"bizarre",19,19,"7.29",8.53,2.59,1,"bizarre","bizarre",NA,NA
"capitalization",19,19,"0.22",8.53,4.88,1,"capitalization","capitalization","noun.communication","communication"
"chunk",19,19,"4.14",8.53,3.63,1,"chunk","chunk","noun.group","group"
"clobber",18,17,"0.59",8.53,2.94,0.94,"clobber","clobber","noun.possession","noun.possession"
"convertible",19,19,"3.25",8.53,2.86,1,"convertible","convertible","noun.artifact","artifact"
"crumby",20,15,"0.06",8.53,3.94,0.75,"crumby","crumby",NA,NA
"define",19,19,"6.24",8.53,2.89,1,"define","define",NA,NA
"doc",19,17,"80.82",8.53,4.93,0.89,"doc","doc","noun.person","person"
"drinker",19,19,"1.86",8.53,3.84,1,"drinker","drinker","noun.person","person"
"fixture",20,19,"0.63",8.53,2.32,0.95,"fixture","fixture","noun.artifact","artifact"
"footbath",19,17,"0.08",8.53,3.76,0.89,"footbath","footbath","noun.artifact","artifact"
"hardtop",19,19,"0.35",8.53,4.62,1,"hardtop","hardtop","noun.artifact","artifact"
"holey",20,17,"0.12",8.53,2.92,0.85,"holey","holey",NA,NA
"hyphen",19,19,"0.22",8.53,1.74,1,"hyphen","hyphen","noun.communication","communication"
"independence",19,19,"4.00",8.53,3.2,1,"independence","independence","noun.state","state"
"irritating",19,19,"2.18",8.53,2.74,1,"irritating","irritating",NA,NA
"jawbone",19,19,"0.41",8.53,4.43,1,"jawbone","jawbone","noun.body","body"
"kidder",18,15,"0.86",8.53,2.83,0.83,"kidder","kidder",NA,NA
"mount",19,19,"11.71",8.53,3.27,1,"mount","mount","noun.animal","animal"
"nonfiction",19,19,"0.39",8.53,2.14,1,"nonfiction","nonfiction","noun.communication","communication"
"notepad",19,19,"0.16",8.53,3.2,1,"notepad","notepad","noun.substance","substance"
"obedience",19,19,"1.71",8.53,2.57,1,"obedience","obedience","noun.act","act"
"obedient",19,19,"1.96",8.53,2.5,1,"obedient","obedient",NA,NA
"penis",19,19,"13.41",8.53,2.72,1,"penis","penis","noun.body","body"
"radiator",19,19,"2.02",8.53,3.08,1,"radiator","radiator","noun.object","object"
"receipt",19,19,"7.43",8.53,2.14,1,"receipt","receipt","noun.act","act"
"recline",19,19,"0.16",8.53,2.48,1,"recline","recline",NA,NA
"release",19,19,"36.29",8.53,2.48,1,"release","release","noun.artifact","artifact"
"repent",20,19,"2.41",8.53,2.89,0.95,"repent","repent",NA,NA
"retell",18,15,"0.02",8.53,4.66,0.83,"retell","retell",NA,NA
"sacred",19,19,"14.02",8.53,3.6,1,"sacred","sacred",NA,NA
"scold",19,19,"1.31",8.53,3.27,1,"scold","scold","noun.person","person"
"simplify",19,19,"0.90",8.53,2.29,1,"simplify","simplify",NA,NA
"slab",19,19,"1.84",8.53,3.29,1,"slab","slab","noun.artifact","artifact"
"snaky",21,17,"0.04",8.53,3.76,0.81,"snaky","snaky",NA,NA
"spender",20,19,"1.33",8.53,2.09,0.95,"spender","spender","noun.person","person"
"starvation",19,19,"1.47",8.53,2.29,1,"starvation","starvation","noun.state","state"
"support",19,19,"50.73",8.53,2.48,1,"support","support","noun.act","act"
"tidy",19,19,"3.71",8.53,2.82,1,"tidy","tidy","noun.artifact","artifact"
"torchlight",18,17,"0.08",8.53,3.28,0.94,"torchlight","torchlight","noun.phenomenon","phenomenon"
"uncut",37,36,"0.78",8.53,2.79,0.97,"uncut","uncut",NA,NA
"unexciting",19,19,"0.04",8.53,2.7,1,"unexciting","unexciting",NA,NA
"unlatch",19,19,"0.06",8.53,3.81,1,"unlatch","unlatch",NA,NA
"unstoppable",19,19,"1.71",8.53,1.58,1,"unstoppable","unstoppable",NA,NA
"vein",19,19,"3.59",8.53,2.72,1,"vein","vein","noun.body","body"
"athletic",20,20,"3.86",8.55,2.37,1,"athletic","athletic",NA,NA
"catalog",20,20,"2.92",8.55,2.26,1,"catalog","catalog","noun.communication","communication"
"confession",20,20,"16.49",8.55,2.8,1,"confession","confession","noun.communication","communication"
"deafen",20,20,"0.04",8.55,2.44,1,"deafen","deafen",NA,NA
"dud",20,20,"1.25",8.55,2.72,1,"dud","dud","noun.person","person"
"educator",20,20,"0.47",8.55,2.68,1,"educator","educator","noun.person","person"
"lantern",20,20,"2.02",8.55,2.72,1,"lantern","lantern","noun.artifact","artifact"
"motherly",20,20,"0.45",8.55,3.75,1,"motherly","motherly",NA,NA
"museum",20,20,"18.47",8.55,3.5,1,"museum","museum","noun.artifact","artifact"
"payable",20,20,"0.75",8.55,2.76,1,"payable","payable","noun.state","state"
"puddling",19,11,"#N/A",8.55,3.56,0.58,"puddling","puddling",NA,NA
"realistic",20,20,"4.61",8.55,2.52,1,"realistic","realistic",NA,NA
"resale",20,20,"0.24",8.55,2.89,1,"resale","resale","noun.act","act"
"sly",20,20,"2.67",8.55,1.88,1,"sly","sly",NA,NA
"braces",20,20,"3.22",8.56,1.65,1,"braces","braces","noun.artifact","artifact"
"naturally",20,20,"24.51",8.56,1.84,1,"naturally","naturally",NA,NA
"spirits",21,21,"16.14",8.56,2.92,1,"spirits","spirits","noun.food","food"
"venus",22,22,"4.88",8.56,3.57,1,"venus","venus","noun.object","object"
"wade",20,19,"16.47",8.56,3.07,0.95,"wade","wade","noun.person","person"
"acceptance",18,18,"3.16",8.56,2.04,1,"acceptance","acceptance","noun.cognition","cognition"
"assign",18,18,"2.71",8.56,1.69,1,"assign","assign",NA,NA
"bracket",18,18,"0.63",8.56,2.48,1,"bracket","bracket","noun.group","group"
"bubby",18,9,"0.18",8.56,5.15,0.5,"bubby","bubby",NA,NA
"cackle",18,18,"0.29",8.56,2.55,1,"cackle","cackle","noun.event","event"
"centimeter",18,18,"0.20",8.56,2.2,1,"centimeter","centimeter","noun.quantity","quantity"
"coating",19,18,"0.45",8.56,2.15,0.95,"coating","coating","noun.artifact","artifact"
"coatroom",18,18,"0.31",8.56,3.54,1,"coatroom","coatroom","noun.artifact","artifact"
"commoner",18,18,"0.71",8.56,2.36,1,"commoner","commoner","noun.person","person"
"completion",18,18,"1.55",8.56,2.75,1,"completion","completion","noun.act","act"
"cooperative",18,18,"2.04",8.56,2.12,1,"cooperative","cooperative","noun.act","act"
"cyclist",18,18,"0.10",8.56,1.89,1,"cyclist","cyclist","noun.person","person"
"decrease",18,18,"1.18",8.56,2.41,1,"decrease","decrease","noun.event","event"
"destination",18,18,"5.88",8.56,2.45,1,"destination","destination","noun.location","location"
"dropper",19,18,"0.39",8.56,3.36,0.95,"dropper","dropper","noun.artifact","artifact"
"fable",18,18,"0.39",8.56,3.13,1,"fable","fable","noun.communication","communication"
"fee",18,18,"9.69",8.56,2.55,1,"fee","fee","noun.possession","noun.possession"
"fiddler",18,18,"0.88",8.56,2.89,1,"fiddler","fiddler","noun.person","person"
"finalist",18,18,"0.47",8.56,2.23,1,"finalist","finalist","noun.person","person"
"fizzle",19,18,"0.20",8.56,3.73,0.95,"fizzle","fizzle","noun.event","event"
"forested",19,16,"0.04",8.56,3.52,0.84,"forested","forested",NA,NA
"fryer",19,18,"0.65",8.56,3.26,0.95,"fryer","fryer","noun.food","food"
"gladiator",18,18,"0.78",8.56,2.62,1,"gladiator","gladiator","noun.person","person"
"goldmine",18,18,"0.27",8.56,2.31,1,"goldmine","goldmine","noun.artifact","artifact"
"handsaw",18,18,"0.10",8.56,3.45,1,"handsaw","handsaw","noun.artifact","artifact"
"hatefulness",19,18,"0.02",8.56,3.11,0.95,"hatefulness","hatefulness","noun.attribute","attribute"
"heartbreaking",18,18,"1.20",8.56,2.66,1,"heartbreaking","heartbreaking",NA,NA
"humid",18,18,"0.88",8.56,2.12,1,"humid","humid",NA,NA
"humorous",18,18,"1.47",8.56,2.79,1,"humorous","humorous",NA,NA
"intelligence",18,18,"19.27",8.56,2.83,1,"intelligence","intelligence","noun.cognition","cognition"
"jobless",18,18,"0.33",8.56,2.66,1,"jobless","jobless",NA,NA
"lasso",19,18,"0.88",8.56,2.85,0.95,"lasso","lasso","noun.person","person"
"liver",18,18,"14.29",8.56,2.2,1,"liver","liver","noun.body","body"
"marshy",18,18,"0.06",8.56,2.18,1,"marshy","marshy",NA,NA
"meter",18,18,"6.22",8.56,1.95,1,"meter","meter","noun.quantity","quantity"
"mischievousness",19,18,"0.02",8.56,2.79,0.95,"mischievousness","mischievousness","noun.attribute","attribute"
"oldness",18,18,"0.02",8.56,3.36,1,"oldness","oldness","noun.attribute","attribute"
"overweight",18,18,"1.82",8.56,3.62,1,"overweight","overweight","noun.attribute","attribute"
"passageway",18,18,"1.18",8.56,2.71,1,"passageway","passageway","noun.artifact","artifact"
"patrol",18,18,"15.53",8.56,2.77,1,"patrol","patrol","noun.group","group"
"peasant",18,18,"4.02",8.56,2.2,1,"peasant","peasant","noun.person","person"
"peppery",19,18,"0.02",8.56,2.64,0.95,"peppery","peppery",NA,NA
"pew",21,18,"1.04",8.56,3.47,0.86,"pew","pew","noun.artifact","artifact"
"pincushion",18,18,"0.18",8.56,2.15,1,"pincushion","pincushion","noun.artifact","artifact"
"plaid",19,18,"1.61",8.56,3.47,0.95,"plaid","plaid","noun.artifact","artifact"
"plumber",18,18,"4.49",8.56,3.91,1,"plumber","plumber","noun.person","person"
"pollute",18,18,"0.45",8.56,2.97,1,"pollute","pollute",NA,NA
"pollution",18,18,"1.90",8.56,2.45,1,"pollution","pollution","noun.state","state"
"posy",19,16,"0.18",8.56,5.54,0.84,"posy","posy","noun.artifact","artifact"
"profit",18,18,"10.96",8.56,3.07,1,"profit","profit","noun.possession","noun.possession"
"raven",18,18,"3.12",8.56,3.84,1,"raven","raven","noun.animal","animal"
"regular",18,18,"33.86",8.56,3.5,1,"regular","regular","noun.person","person"
"ribcage",18,18,"#N/A",8.56,2.71,1,"ribcage","ribcage",NA,NA
"scuff",18,16,"0.45",8.56,3.52,0.89,"scuff","scuff","noun.artifact","artifact"
"shingle",18,18,"0.75",8.56,3.07,1,"shingle","shingle","noun.substance","substance"
"soundtrack",18,18,"0.94",8.56,2.38,1,"soundtrack","soundtrack","noun.artifact","artifact"
"stirrer",19,18,"0.08",8.56,3.63,0.95,"stirrer","stirrer","noun.person","person"
"stooge",19,18,"1.10",8.56,3.11,0.95,"stooge","stooge","noun.person","person"
"storehouse",18,18,"0.31",8.56,2.64,1,"storehouse","storehouse","noun.artifact","artifact"
"successful",18,18,"20.33",8.56,3.09,1,"successful","successful",NA,NA
"switchboard",18,18,"1.14",8.56,2.79,1,"switchboard","switchboard","noun.artifact","artifact"
"thumbnail",18,18,"0.14",8.56,3.88,1,"thumbnail","thumbnail","noun.body","body"
"toeless",19,18,"0.02",8.56,3.82,0.95,"toeless","toeless",NA,NA
"trout",18,18,"4.02",8.56,3.36,1,"trout","trout","noun.food","food"
"typist",18,18,"0.82",8.56,3.38,1,"typist","typist","noun.person","person"
"unusual",18,18,"23.73",8.56,2.45,1,"unusual","unusual",NA,NA
"valuable",18,18,"15.59",8.56,2.28,1,"valuable","valuable","noun.possession","noun.possession"
"woodblock",18,18,"0.02",8.56,3.05,1,"woodblock","woodblock",NA,NA
"cabdriver",21,21,"0.27",8.57,3.19,1,"cabdriver","cabdriver","noun.person","person"
"chlorine",21,21,"0.75",8.57,3.64,1,"chlorine","chlorine","noun.substance","substance"
"compare",21,21,"8.35",8.57,2.38,1,"compare","compare","noun.attribute","attribute"
"nit",18,14,"0.16",8.57,2.85,0.78,"nit","nit","noun.quantity","quantity"
"unquiet",18,14,"0.04",8.57,2.79,0.78,"unquiet","unquiet",NA,NA
"zoom",37,37,"3.55",8.57,3.3,1,"zoom","zoom","noun.event","event"
"aliens",21,21,"9.63",8.58,2.7,1,"aliens","aliens","noun.person","person"
"attractive",19,19,"24.63",8.58,3.17,1,"attractive","attractive",NA,NA
"awkward",19,19,"14.31",8.58,3.66,1,"awkward","awkward",NA,NA
"batboy",21,19,"0.12",8.58,4.82,0.9,"batboy","batboy",NA,NA
"bearable",19,19,"0.67",8.58,2.78,1,"bearable","bearable",NA,NA
"conduct",19,19,"11.10",8.58,3.59,1,"conduct","conduct","noun.act","act"
