"Word","OccurTotal","OccurNum","Freq_pm","Rating.Mean","Rating.SD","Dunno","word","word_clean","lexname","wn_category"
"smelter",18,13,"0.08",14.38,2.5,0.72,"smelter","smelter","noun.artifact","artifact"
"soever",19,8,"0.04",14.38,3.66,0.42,"soever","soever",NA,NA
"solemnize",18,13,"0.02",14.38,3.48,0.72,"solemnize","solemnize",NA,NA
"stenographic",18,13,"0.04",14.38,3.15,0.72,"stenographic","stenographic",NA,NA
"taffeta",18,13,"0.37",14.38,4.07,0.72,"taffeta","taffeta","noun.artifact","artifact"
"tangelo",20,16,"0.04",14.38,4.38,0.8,"tangelo","tangelo","noun.plant","plant"
"tertiary",18,16,"0.24",14.38,3.63,0.89,"tertiary","tertiary","noun.time","time"
"topiary",18,16,"0.18",14.38,2.96,0.89,"topiary","topiary","noun.artifact","artifact"
"triage",18,16,"1.65",14.38,4.03,0.89,"triage","triage","noun.act","act"
"triplicate",19,16,"0.75",14.38,2.75,0.84,"triplicate","triplicate","noun.artifact","artifact"
"voile",19,8,"0.04",14.38,2.07,0.42,"voile","voile","noun.artifact","artifact"
"voyeurism",19,16,"0.20",14.38,2.25,0.84,"voyeurism","voyeurism","noun.act","act"
"witticism",19,16,"0.16",14.38,3.52,0.84,"witticism","witticism","noun.communication","communication"
"workfare",37,24,"0.02",14.38,3.68,0.65,"workfare","workfare",NA,NA
"pensioner",21,15,"#N/A",14.38,4.93,0.71,"pensioner","pensioner","noun.person","person"
"contoured",19,18,"0.08",14.39,2.12,0.95,"contoured","contoured",NA,NA
"exotica",21,18,"0.06",14.39,3.47,0.86,"exotica","exotica",NA,NA
"expressionism",19,18,"0.04",14.39,3.13,0.95,"expressionism","expressionism","noun.group","group"
"fatalist",19,18,"0.06",14.39,3.09,0.95,"fatalist","fatalist","noun.person","person"
"indiscreet",18,18,"0.49",14.39,2.85,1,"indiscreet","indiscreet",NA,NA
"inertness",19,18,"0.08",14.39,3.66,0.95,"inertness","inertness","noun.attribute","attribute"
"latency",20,18,"0.04",14.39,4.15,0.9,"latency","latency","noun.time","time"
"psychotherapy",18,18,"0.45",14.39,2.4,1,"psychotherapy","psychotherapy","noun.cognition","cognition"
"reinitialize",34,23,"0.02",14.39,2.84,0.68,"reinitialize","reinitialize",NA,NA
"severance",18,18,"1.10",14.39,2.68,1,"severance","severance","noun.event","event"
"tragicomedy",19,18,"0.02",14.39,3.09,0.95,"tragicomedy","tragicomedy","noun.communication","communication"
"watermarked",18,18,"0.04",14.39,3.52,1,"watermarked","watermarked",NA,NA
"afflictive",22,15,"0.02",14.4,3.44,0.68,"afflictive","afflictive",NA,NA
"analogous",18,10,"0.08",14.4,3.47,0.56,"analogous","analogous",NA,NA
"apprenticeship",21,20,"0.14",14.4,3.5,0.95,"apprenticeship","apprenticeship","noun.act","act"
"aspersion",20,15,"0.02",14.4,5.79,0.75,"aspersion","aspersion","noun.communication","communication"
"automaton",20,20,"0.22",14.4,2.39,1,"automaton","automaton","noun.person","person"
"bolshevism",19,10,"0.12",14.4,2.37,0.53,"bolshevism","bolshevism","noun.group","group"
"campanile",18,5,"0.02",14.4,6.19,0.28,"campanile","campanile","noun.artifact","artifact"
"catharsis",18,15,"0.33",14.4,3.46,0.83,"catharsis","catharsis","noun.act","act"
"contrapuntal",19,5,"0.14",14.4,2.3,0.26,"contrapuntal","contrapuntal",NA,NA
"debugger",18,15,"0.06",14.4,3.64,0.83,"debugger","debugger","noun.communication","communication"
"deferential",20,20,"0.10",14.4,4.78,1,"deferential","deferential",NA,NA
"defilement",18,15,"0.02",14.4,2.72,0.83,"defilement","defilement","noun.state","state"
"dottle",18,5,"#N/A",14.4,5.5,0.28,"dottle","dottle","noun.substance","substance"
"dup",19,5,"0.02",14.4,2.41,0.26,"dup","dup",NA,NA
"epiphyte",19,5,"0.02",14.4,5.5,0.26,"epiphyte","epiphyte","noun.plant","plant"
"evisceration",18,15,"0.10",14.4,3.4,0.83,"evisceration","evisceration","noun.act","act"
"exfoliate",20,20,"0.12",14.4,3.41,1,"exfoliate","exfoliate",NA,NA
"foreplay",20,20,"2.51",14.4,2.01,1,"foreplay","foreplay","noun.act","act"
"foulard",18,5,"0.08",14.4,2.61,0.28,"foulard","foulard","noun.artifact","artifact"
"freemasonry",18,15,"0.06",14.4,4.1,0.83,"freemasonry","freemasonry","noun.state","state"
"frigate",18,15,"0.35",14.4,4.01,0.83,"frigate","frigate","noun.artifact","artifact"
"gestational",20,20,"0.06",14.4,2.76,1,"gestational","gestational",NA,NA
"gratin",18,10,"0.33",14.4,3.95,0.56,"gratin","gratin",NA,NA
"hilt",20,15,"0.55",14.4,4.47,0.75,"hilt","hilt","noun.artifact","artifact"
"ingle",19,10,"0.04",14.4,3.57,0.53,"ingle","ingle",NA,NA
"inguinal",20,10,"0.06",14.4,6,0.5,"inguinal","inguinal",NA,NA
"mignon",18,15,"0.73",14.4,3.76,0.83,"mignon","mignon",NA,NA
"neoclassical",19,15,"0.08",14.4,3.81,0.79,"neoclassical","neoclassical",NA,NA
"neonate",19,15,"0.10",14.4,3.76,0.79,"neonate","neonate","noun.person","person"
"offal",19,10,"0.18",14.4,3.78,0.53,"offal","offal","noun.food","food"
"permutation",18,15,"0.06",14.4,3.92,0.83,"permutation","permutation","noun.event","event"
"prate",19,5,"0.04",14.4,4.22,0.26,"prate","prate","noun.communication","communication"
"protraction",18,15,"0.02",14.4,3.76,0.83,"protraction","protraction","noun.attribute","attribute"
"ratiocinate",19,5,"0.06",14.4,3.05,0.26,"ratiocinate","ratiocinate",NA,NA
"raucous",18,15,"0.31",14.4,3.36,0.83,"raucous","raucous",NA,NA
"resection",18,10,"0.45",14.4,2.95,0.56,"resection","resection","noun.act","act"
"sepia",18,15,"0.06",14.4,4.79,0.83,"sepia","sepia","noun.attribute","attribute"
"stalwart",19,10,"0.43",14.4,5.7,0.53,"stalwart","stalwart","noun.person","person"
"stringent",18,15,"0.12",14.4,1.96,0.83,"stringent","stringent",NA,NA
"unprepossessing",19,10,"0.08",14.4,4.06,0.53,"unprepossessing","unprepossessing",NA,NA
"vena",20,10,"0.24",14.4,2.95,0.5,"vena","vena","noun.body","body"
"vex",18,15,"0.20",14.4,2.8,0.83,"vex","vex",NA,NA
"aspirate",18,17,"0.20",14.41,2.45,0.94,"aspirate","aspirate","noun.communication","communication"
"butane",18,17,"0.29",14.41,4.32,0.94,"butane","butane","noun.substance","substance"
"ellipsis",20,17,"0.18",14.41,4.74,0.85,"ellipsis","ellipsis","noun.process","noun.process"
"facilitation",19,17,"0.12",14.41,3.86,0.89,"facilitation","facilitation","noun.state","state"
"hypotension",18,17,"0.12",14.41,3.32,0.94,"hypotension","hypotension","noun.state","state"
"impetuousness",19,17,"0.04",14.41,3,0.89,"impetuousness","impetuousness","noun.attribute","attribute"
"incontinence",19,17,"0.22",14.41,4.32,0.89,"incontinence","incontinence","noun.process","noun.process"
"iridium",20,17,"0.24",14.41,3.39,0.85,"iridium","iridium","noun.substance","substance"
"irreconcilable",20,17,"0.12",14.41,3.91,0.85,"irreconcilable","irreconcilable",NA,NA
"misfile",19,17,"0.02",14.41,3.54,0.89,"misfile","misfile",NA,NA
"radicalism",19,17,"0.06",14.41,3.59,0.89,"radicalism","radicalism","noun.cognition","cognition"
"repertory",20,17,"0.31",14.41,3.66,0.85,"repertory","repertory","noun.artifact","artifact"
"rheumatic",18,17,"0.16",14.41,4.26,0.94,"rheumatic","rheumatic","noun.person","person"
"suffrage",18,17,"0.10",14.41,2.98,0.94,"suffrage","suffrage","noun.attribute","attribute"
"symbiotic",18,17,"0.41",14.41,4.42,0.94,"symbiotic","symbiotic",NA,NA
"telekinesis",18,17,"0.41",14.41,3.66,0.94,"telekinesis","telekinesis","noun.communication","communication"
"tenancy",18,17,"0.04",14.41,3.62,0.94,"tenancy","tenancy","noun.act","act"
"voyeuristic",19,17,"0.12",14.41,3.64,0.89,"voyeuristic","voyeuristic",NA,NA
"reuben",20,20,"1.18",14.42,5.04,1,"reuben","reuben","noun.person","person"
"substratum",19,10,"#N/A",14.42,5.46,0.53,"substratum","substratum","noun.location","location"
"arboreal",20,12,"0.12",14.42,5.7,0.6,"arboreal","arboreal",NA,NA
"brocade",18,12,"0.10",14.42,5.71,0.67,"brocade","brocade","noun.artifact","artifact"
"capitalistic",19,19,"0.29",14.42,3.34,1,"capitalistic","capitalistic",NA,NA
"crucible",20,19,"0.18",14.42,3.44,0.95,"crucible","crucible","noun.artifact","artifact"
"cyberspace",19,19,"0.47",14.42,4.65,1,"cyberspace","cyberspace","noun.artifact","artifact"
"flashgun",18,12,"0.02",14.42,4.19,0.67,"flashgun","flashgun","noun.artifact","artifact"
"geostationary",20,12,"0.02",14.42,2.54,0.6,"geostationary","geostationary",NA,NA
"hallucinogenic",20,19,"0.33",14.42,3.39,0.95,"hallucinogenic","hallucinogenic",NA,NA
"hipster",19,19,"0.24",14.42,5.45,1,"hipster","hipster","noun.person","person"
"jocular",20,12,"0.02",14.42,3.87,0.6,"jocular","jocular",NA,NA
"liquidate",19,19,"0.76",14.42,3.06,1,"liquidate","liquidate",NA,NA
"lupine",20,12,"0.04",14.42,5.48,0.6,"lupine","lupine","noun.plant","plant"
"matrix",20,19,"3.80",14.42,5.12,0.95,"matrix","matrix","noun.group","group"
"neurology",19,19,"0.45",14.42,2.89,1,"neurology","neurology","noun.cognition","cognition"
"orthography",19,12,"0.02",14.42,3,0.63,"orthography","orthography","noun.communication","communication"
"permeate",19,19,"0.08",14.42,3.49,1,"permeate","permeate",NA,NA
"promissory",19,19,"0.18",14.42,3.53,1,"promissory","promissory",NA,NA
"tetrazzini",20,12,"0.08",14.42,3.55,0.6,"tetrazzini","tetrazzini","noun.food","food"
"uric",18,12,"0.10",14.42,2.97,0.67,"uric","uric",NA,NA
"vibratory",19,12,"0.04",14.42,5.33,0.63,"vibratory","vibratory",NA,NA
"amontillado",19,7,"0.06",14.43,6.45,0.37,"amontillado","amontillado","noun.food","food"
"ascetic",19,14,"0.10",14.43,3.2,0.74,"ascetic","ascetic","noun.person","person"
"balsam",19,14,"0.16",14.43,4.89,0.74,"balsam","balsam","noun.plant","plant"
"benefaction",18,14,"0.02",14.43,3.48,0.78,"benefaction","benefaction","noun.possession","noun.possession"
"bourn",19,14,"0.04",14.43,3.37,0.74,"bourn","bourn","noun.location","location"
"cofferdam",19,7,"0.02",14.43,1.72,0.37,"cofferdam","cofferdam","noun.artifact","artifact"
"comeuppance",18,14,"0.18",14.43,4.33,0.78,"comeuppance","comeuppance","noun.event","event"
"concessionary",18,14,"0.02",14.43,3.67,0.78,"concessionary","concessionary",NA,NA
"conidial",18,7,"0.02",14.43,3.31,0.39,"conidial","conidial",NA,NA
"contretemps",19,7,"0.10",14.43,2.07,0.37,"contretemps","contretemps","noun.act","act"
"cowslip",19,7,"#N/A",14.43,3.87,0.37,"cowslip","cowslip","noun.plant","plant"
"cryptograph",19,14,"0.02",14.43,3.52,0.74,"cryptograph","cryptograph","noun.communication","communication"
"fealty",18,7,"0.16",14.43,2.76,0.39,"fealty","fealty","noun.attribute","attribute"
"genitive",18,7,"#N/A",14.43,2.07,0.39,"genitive","genitive","noun.communication","communication"
"glycogen",20,14,"0.02",14.43,4.54,0.7,"glycogen","glycogen","noun.substance","substance"
"hardihood",21,7,"#N/A",14.43,1.9,0.33,"hardihood","hardihood","noun.attribute","attribute"
"laborsaving",18,14,"0.02",14.43,3.52,0.78,"laborsaving","laborsaving",NA,NA
"marchioness",18,7,"0.04",14.43,2.57,0.39,"marchioness","marchioness","noun.person","person"
"motet",20,7,"0.02",14.43,4.43,0.35,"motet","motet","noun.communication","communication"
"perigee",19,7,"0.06",14.43,5.5,0.37,"perigee","perigee","noun.location","location"
"reorient",19,14,"0.04",14.43,3.3,0.74,"reorient","reorient",NA,NA
"rightist",18,14,"0.02",14.43,3.78,0.78,"rightist","rightist","noun.person","person"
"smoothbore",21,7,"0.02",14.43,4.83,0.33,"smoothbore","smoothbore","noun.artifact","artifact"
"spall",18,7,"0.08",14.43,2.88,0.39,"spall","spall","noun.object","object"
"striated",18,14,"0.02",14.43,3.74,0.78,"striated","striated",NA,NA
"televangelism",19,14,"0.02",14.43,2.71,0.74,"televangelism","televangelism","noun.communication","communication"
"tendentious",18,14,"0.08",14.43,4.15,0.78,"tendentious","tendentious",NA,NA
"waveform",19,14,"0.02",14.43,3.2,0.74,"waveform","waveform","noun.event","event"
"abate",19,18,"0.10",14.44,3.57,0.95,"abate","abate",NA,NA
"acumen",20,16,"0.14",14.44,2.19,0.8,"acumen","acumen","noun.plant","plant"
"acupressure",19,18,"0.12",14.44,2.97,0.95,"acupressure","acupressure","noun.act","act"
"aforesaid",19,9,"0.08",14.44,3.28,0.47,"aforesaid","aforesaid",NA,NA
"agoraphobia",19,18,"0.14",14.44,4.42,0.95,"agoraphobia","agoraphobia","noun.state","state"
"anodized",19,9,"0.06",14.44,2.3,0.47,"anodized","anodized",NA,NA
"caravel",18,9,"0.02",14.44,3.88,0.5,"caravel","caravel",NA,NA
"carcinogen",34,32,"0.12",14.44,3.57,0.94,"carcinogen","carcinogen","noun.substance","substance"
"cine",19,9,"0.12",14.44,3.68,0.47,"cine","cine",NA,NA
"collegian",22,16,"0.02",14.44,2,0.73,"collegian","collegian","noun.person","person"
"conciliation",19,16,"0.08",14.44,2.73,0.84,"conciliation","conciliation","noun.state","state"
"corpuscular",18,9,"0.02",14.44,2.6,0.5,"corpuscular","corpuscular",NA,NA
"defiler",18,16,"0.08",14.44,3.27,0.89,"defiler","defiler","noun.person","person"
"derivative",18,18,"0.76",14.44,3.85,1,"derivative","derivative","noun.cognition","cognition"
"edification",19,16,"0.29",14.44,3.76,0.84,"edification","edification","noun.cognition","cognition"
"endocrine",18,16,"0.14",14.44,2.31,0.89,"endocrine","endocrine","noun.body","body"
"erotica",18,18,"0.55",14.44,3.4,1,"erotica","erotica","noun.act","act"
"eta",21,9,"2.73",14.44,6.27,0.43,"eta","eta","noun.group","group"
"festal",19,9,"#N/A",14.44,4,0.47,"festal","festal",NA,NA
"hallucinatory",18,18,"0.14",14.44,2.59,1,"hallucinatory","hallucinatory",NA,NA
"hidalgo",20,9,"0.31",14.44,3.88,0.45,"hidalgo","hidalgo",NA,NA
"hotchpotch",18,9,"0.02",14.44,4.36,0.5,"hotchpotch","hotchpotch","noun.group","group"
"hysterectomy",20,18,"0.61",14.44,3.85,0.9,"hysterectomy","hysterectomy","noun.act","act"
"impel",21,16,"0.06",14.44,4.03,0.76,"impel","impel",NA,NA
"incautious",20,16,"0.02",14.44,4.16,0.8,"incautious","incautious",NA,NA
"jackbooted",18,9,"0.02",14.44,4.42,0.5,"jackbooted","jackbooted",NA,NA
"juxtaposition",19,9,"0.16",14.44,3.43,0.47,"juxtaposition","juxtaposition","noun.act","act"
"lesbianism",18,18,"0.18",14.44,3.26,1,"lesbianism","lesbianism","noun.act","act"
"lysergic",19,9,"0.06",14.44,3.47,0.47,"lysergic","lysergic",NA,NA
"marled",20,9,"0.04",14.44,2.46,0.45,"marled","marled",NA,NA
"monotony",18,18,"0.33",14.44,3.93,1,"monotony","monotony","noun.attribute","attribute"
"nullify",19,18,"0.31",14.44,3.52,0.95,"nullify","nullify",NA,NA
"opiate",19,16,"0.39",14.44,1.93,0.84,"opiate","opiate","noun.artifact","artifact"
"orthopedist",18,16,"0.24",14.44,5.19,0.89,"orthopedist","orthopedist","noun.person","person"
"ovarian",18,18,"0.33",14.44,2.89,1,"ovarian","ovarian",NA,NA
"playlist",18,18,"0.08",14.44,3.99,1,"playlist","playlist","noun.communication","communication"
"polysyllabic",19,18,"0.10",14.44,3.81,0.95,"polysyllabic","polysyllabic",NA,NA
"preemption",19,16,"0.10",14.44,4.4,0.84,"preemption","preemption","noun.cognition","cognition"
"rebuttal",20,18,"0.76",14.44,4.57,0.9,"rebuttal","rebuttal","noun.communication","communication"
"referendum",18,18,"0.10",14.44,2.83,1,"referendum","referendum","noun.act","act"
"rescan",20,16,"0.04",14.44,4.53,0.8,"rescan","rescan",NA,NA
"samovar",18,9,"0.14",14.44,7.13,0.5,"samovar","samovar","noun.artifact","artifact"
"scrotum",18,18,"0.57",14.44,2.91,1,"scrotum","scrotum","noun.body","body"
"telecommunication",18,18,"0.06",14.44,2.87,1,"telecommunication","telecommunication","noun.communication","communication"
"urethane",19,18,"0.10",14.44,2.43,0.95,"urethane","urethane","noun.substance","substance"
"cerebellum",20,20,"0.24",14.45,2.46,1,"cerebellum","cerebellum","noun.body","body"
"chiasm",20,11,"0.04",14.45,2.62,0.55,"chiasm","chiasm","noun.body","body"
"depilatory",19,11,"0.16",14.45,3.93,0.58,"depilatory","depilatory","noun.substance","substance"
"fertility",20,20,"1.90",14.45,2.87,1,"fertility","fertility","noun.time","time"
"hospice",21,20,"0.67",14.45,4.81,0.95,"hospice","hospice","noun.artifact","artifact"
"misogynist",18,11,"0.16",14.45,2.34,0.61,"misogynist","misogynist","noun.person","person"
"paella",20,11,"0.27",14.45,4.18,0.55,"paella","paella","noun.food","food"
"prefectural",19,11,"0.06",14.45,3.01,0.58,"prefectural","prefectural",NA,NA
"schematic",21,20,"1.14",14.45,3.12,0.95,"schematic","schematic","noun.artifact","artifact"
"sibilant",19,11,"0.02",14.45,4.48,0.58,"sibilant","sibilant","noun.communication","communication"
"trove",19,11,"0.33",14.45,4.41,0.58,"trove","trove","noun.possession","noun.possession"
"venality",19,11,"0.06",14.45,4.18,0.58,"venality","venality","noun.attribute","attribute"
"venous",18,11,"0.31",14.45,2.66,0.61,"venous","venous",NA,NA
"virile",18,11,"0.65",14.45,3.67,0.61,"virile","virile",NA,NA
"fete",19,13,"0.31",14.46,3.91,0.68,"fete","fete","noun.event","event"
"herpetological",19,13,"0.04",14.46,4.45,0.68,"herpetological","herpetological",NA,NA
"pedant",21,13,"0.10",14.46,5.01,0.62,"pedant","pedant","noun.person","person"
"pneumatic",18,13,"0.43",14.46,1.71,0.72,"pneumatic","pneumatic",NA,NA
"provenance",18,13,"0.18",14.46,4.03,0.72,"provenance","provenance","noun.location","location"
"proviso",18,13,"0.20",14.46,3.64,0.72,"proviso","proviso","noun.communication","communication"
"seersucker",21,13,"0.06",14.46,5.16,0.62,"seersucker","seersucker","noun.artifact","artifact"
"synoptic",18,13,"0.04",14.46,3.73,0.72,"synoptic","synoptic",NA,NA
"ulcerative",19,13,"0.04",14.46,3.28,0.68,"ulcerative","ulcerative",NA,NA
"albacore",19,17,"0.16",14.47,4.14,0.89,"albacore","albacore","noun.food","food"
"alimony",19,19,"2.59",14.47,4.93,1,"alimony","alimony","noun.possession","noun.possession"
"anthology",18,17,"0.27",14.47,3.16,0.94,"anthology","anthology","noun.communication","communication"
"apothecary",20,15,"0.39",14.47,4.05,0.75,"apothecary","apothecary","noun.person","person"
"bereavement",20,19,"0.45",14.47,2.84,0.95,"bereavement","bereavement","noun.state","state"
"biodiversity",19,19,"0.04",14.47,4.53,1,"biodiversity","biodiversity","noun.attribute","attribute"
"bisexuality",19,19,"0.04",14.47,3.01,1,"bisexuality","bisexuality","noun.attribute","attribute"
"buccaneering",19,17,"0.02",14.47,3.68,0.89,"buccaneering","buccaneering","noun.act","act"
"centripetal",19,15,"0.04",14.47,3.27,0.79,"centripetal","centripetal",NA,NA
"cottonwood",18,17,"0.29",14.47,3.3,0.94,"cottonwood","cottonwood","noun.plant","plant"
"dilation",18,17,"0.57",14.47,3.14,0.94,"dilation","dilation","noun.communication","communication"
"discloser",19,19,"0.04",14.47,4.02,1,"discloser","discloser",NA,NA
"disrobement",20,19,"0.02",14.47,3.94,0.95,"disrobement","disrobement",NA,NA
"dissenter",18,17,"0.02",14.47,3.34,0.94,"dissenter","dissenter","noun.person","person"
"ephemeral",18,15,"0.20",14.47,3.54,0.83,"ephemeral","ephemeral","noun.animal","animal"
"fissure",18,17,"0.43",14.47,3.48,0.94,"fissure","fissure","noun.shape","noun.shape"
"flashpoint",19,17,"0.08",14.47,3.81,0.89,"flashpoint","flashpoint","noun.state","state"
"hardliner",19,15,"0.06",14.47,2.92,0.79,"hardliner","hardliner","noun.person","person"
"hydrofluoric",18,17,"0.10",14.47,3.08,0.94,"hydrofluoric","hydrofluoric",NA,NA
"hyperacidity",18,15,"0.06",14.47,4.1,0.83,"hyperacidity","hyperacidity","noun.attribute","attribute"
"insidious",18,15,"0.88",14.47,5.32,0.83,"insidious","insidious",NA,NA
"intravascular",18,15,"0.04",14.47,2.9,0.83,"intravascular","intravascular",NA,NA
"isotope",18,17,"0.49",14.47,4.09,0.94,"isotope","isotope","noun.substance","substance"
"lithography",19,19,"0.08",14.47,2.44,1,"lithography","lithography","noun.communication","communication"
"marzipan",19,15,"0.39",14.47,4.05,0.79,"marzipan","marzipan","noun.food","food"
"pacifistic",18,17,"0.04",14.47,3.24,0.94,"pacifistic","pacifistic",NA,NA
"paparazzo",19,17,"0.04",14.47,3.2,0.89,"paparazzo","paparazzo","noun.person","person"
"precipitous",19,15,"0.12",14.47,4.34,0.79,"precipitous","precipitous",NA,NA
"psychobabble",19,17,"0.41",14.47,3.56,0.89,"psychobabble","psychobabble","noun.communication","communication"
"rebuttable",18,17,"0.02",14.47,3.08,0.94,"rebuttable","rebuttable",NA,NA
"recrimination",20,15,"0.14",14.47,2.36,0.75,"recrimination","recrimination","noun.communication","communication"
"resonate",21,17,"0.31",14.47,2.92,0.81,"resonate","resonate",NA,NA
"ruminant",20,15,"0.02",14.47,3.64,0.75,"ruminant","ruminant","noun.animal","animal"
"satirize",18,15,"0.02",14.47,2.8,0.83,"satirize","satirize",NA,NA
"susceptibility",20,19,"0.10",14.47,3.44,0.95,"susceptibility","susceptibility","noun.state","state"
"synchronicity",18,17,"0.12",14.47,2.58,0.94,"synchronicity","synchronicity","noun.relation","noun.relation"
"transience",19,15,"0.04",14.47,3.44,0.79,"transience","transience","noun.attribute","attribute"
"unelectable",18,17,"0.02",14.47,3.66,0.94,"unelectable","unelectable",NA,NA
"unencumbered",19,17,"0.08",14.47,2.6,0.89,"unencumbered","unencumbered",NA,NA
"vicarious",18,17,"0.25",14.47,2.35,0.94,"vicarious","vicarious",NA,NA
"abbacy",21,2,"#N/A",14.5,0.71,0.1,"abbacy","abbacy","noun.location","location"
"accelerando",20,4,"#N/A",14.5,3.51,0.2,"accelerando","accelerando","noun.time","time"
"allele",19,8,"0.04",14.5,2.14,0.42,"allele","allele","noun.body","body"
"alveolus",19,10,"0.02",14.5,3.57,0.53,"alveolus","alveolus","noun.body","body"
"archaic",21,18,"0.69",14.5,3.33,0.86,"archaic","archaic",NA,NA
"arterial",18,16,"1.33",14.5,2.83,0.89,"arterial","arterial",NA,NA
"attenuation",19,12,"0.04",14.5,3.61,0.63,"attenuation","attenuation","noun.event","event"
"badinage",18,6,"0.06",14.5,4.93,0.33,"badinage","badinage","noun.communication","communication"
"barbiturate",20,16,"0.04",14.5,2.66,0.8,"barbiturate","barbiturate","noun.artifact","artifact"
"bittern",21,10,"0.04",14.5,4.25,0.48,"bittern","bittern","noun.animal","animal"
"blazon",20,10,"0.02",14.5,4.12,0.5,"blazon","blazon","noun.artifact","artifact"
"blench",21,2,"#N/A",14.5,0.71,0.1,"blench","blench",NA,NA
"bodice",19,16,"0.22",14.5,2.73,0.84,"bodice","bodice","noun.artifact","artifact"
"caftan",19,8,"0.10",14.5,4.04,0.42,"caftan","caftan","noun.artifact","artifact"
"catgut",20,8,"0.25",14.5,5.58,0.4,"catgut","catgut","noun.plant","plant"
"cavy",21,8,"0.02",14.5,4.21,0.38,"cavy","cavy","noun.animal","animal"
"celadon",21,6,"0.20",14.5,6.47,0.29,"celadon","celadon",NA,NA
"chamois",20,8,"0.22",14.5,5.1,0.4,"chamois","chamois","noun.substance","substance"
"cheroot",18,12,"0.02",14.5,5.07,0.67,"cheroot","cheroot","noun.artifact","artifact"
"chronologist",20,16,"#N/A",14.5,2.88,0.8,"chronologist","chronologist",NA,NA
"cinchona",21,2,"#N/A",14.5,6.36,0.1,"cinchona","cinchona","noun.plant","plant"
"cloy",19,8,"0.04",14.5,4.17,0.42,"cloy","cloy",NA,NA
"codex",18,14,"0.33",14.5,3.55,0.78,"codex","codex","noun.communication","communication"
"compositional",18,16,"0.02",14.5,3.06,0.89,"compositional","compositional",NA,NA
"crapehanger",18,4,"0.04",14.5,3.87,0.22,"crapehanger","crapehanger",NA,NA
"cryptography",19,16,"0.22",14.5,2.37,0.84,"cryptography","cryptography","noun.cognition","cognition"
"cumbrous",19,8,"#N/A",14.5,3.66,0.42,"cumbrous","cumbrous",NA,NA
"cytosine",22,6,"0.04",14.5,2.26,0.27,"cytosine","cytosine","noun.substance","substance"
"dalliance",19,12,"0.22",14.5,3.26,0.63,"dalliance","dalliance","noun.act","act"
"decryption",22,16,"0.57",14.5,3.39,0.73,"decryption","decryption","noun.act","act"
"diapason",19,6,"0.02",14.5,6.02,0.32,"diapason","diapason","noun.artifact","artifact"
"diminuendo",19,8,"0.02",14.5,5.21,0.42,"diminuendo","diminuendo","noun.attribute","attribute"
"disembowel",19,18,"0.10",14.5,4.67,0.95,"disembowel","disembowel",NA,NA
"dishabille",18,6,"0.02",14.5,3.73,0.33,"dishabille","dishabille","noun.state","state"
"doff",21,8,"0.16",14.5,4.9,0.38,"doff","doff",NA,NA
"draconian",18,12,"0.14",14.5,2.47,0.67,"draconian","draconian",NA,NA
"duma",21,2,"0.80",14.5,0.71,0.1,"duma","duma","noun.group","group"
"duodenum",19,8,"0.27",14.5,4.75,0.42,"duodenum","duodenum","noun.body","body"
"emasculate",18,18,"0.16",14.5,4.34,1,"emasculate","emasculate",NA,NA
"escarpment",18,10,"0.43",14.5,4.67,0.56,"escarpment","escarpment","noun.object","object"
"excursus",18,4,"0.02",14.5,1.73,0.22,"excursus","excursus","noun.communication","communication"
"executrix",19,8,"0.02",14.5,5.15,0.42,"executrix","executrix","noun.person","person"
"factitious",18,16,"0.02",14.5,2.9,0.89,"factitious","factitious",NA,NA
"filmic",18,8,"0.06",14.5,3.74,0.44,"filmic","filmic",NA,NA
"firma",20,12,"0.20",14.5,3.58,0.6,"firma","firma",NA,NA
"fisticuffs",18,10,"0.18",14.5,2.51,0.56,"fisticuffs","fisticuffs","noun.act","act"
"fleetness",20,14,"0.02",14.5,4.43,0.7,"fleetness","fleetness","noun.attribute","attribute"
"flout",19,12,"0.20",14.5,5.13,0.63,"flout","flout",NA,NA
"flux",21,18,"1.04",14.5,3.31,0.86,"flux","flux","noun.time","time"
"fresco",19,16,"0.33",14.5,4.1,0.84,"fresco","fresco","noun.artifact","artifact"
"fructose",20,20,"0.06",14.5,2.7,1,"fructose","fructose","noun.substance","substance"
"gamesome",20,6,"0.02",14.5,4.72,0.3,"gamesome","gamesome",NA,NA
"gammon",19,10,"0.02",14.5,3.63,0.53,"gammon","gammon","noun.food","food"
"hackberry",20,8,"0.02",14.5,3.38,0.4,"hackberry","hackberry","noun.plant","plant"
"hellgrammite",20,2,"#N/A",14.5,4.95,0.1,"hellgrammite","hellgrammite",NA,NA
"hyperemia",20,10,"0.02",14.5,3.66,0.5,"hyperemia","hyperemia","noun.state","state"
"immutability",18,12,"0.02",14.5,3.09,0.67,"immutability","immutability","noun.attribute","attribute"
"impregnability",20,16,"#N/A",14.5,2.78,0.8,"impregnability","impregnability","noun.state","state"
"incalculable",19,18,"0.24",14.5,3.57,0.95,"incalculable","incalculable",NA,NA
"insensate",20,10,"0.08",14.5,2.95,0.5,"insensate","insensate",NA,NA
"internuncio",21,2,"#N/A",14.5,0.71,0.1,"internuncio","internuncio","noun.person","person"
"intransigent",19,10,"0.08",14.5,4.93,0.53,"intransigent","intransigent",NA,NA
